constructorStandingsId,raceId,constructorId,points,position,positionText,wins
2347,155.0,135,0.0,9,9,0
2348,155.0,137,0.0,10,10,0
2349,155.0,134,0.0,11,11,0
2350,155.0,139,0.0,12,12,0
2351,155.0,119,0.0,13,13,0
2352,155.0,78,0.0,14,14,0
2353,155.0,138,0.0,15,15,0
2354,155.0,33,0.0,16,16,0
2355,155.0,129,0.0,17,17,0
2356,156.0,81,29.0,1,1,1
2357,156.0,114,,2,2,2
2358,156.0,6,26.0,3,3,2
2359,156.0,120,19.0,4,4,1
2360,156.0,130,7.0,5,5,0
2361,156.0,55,6.0,6,6,0
2362,156.0,136,,7,7,0
2363,156.0,116,1.0,8,8,0
2364,156.0,135,0.0,9,9,0
2365,156.0,137,0.0,10,10,0
2366,156.0,134,0.0,11,11,0
2367,156.0,139,0.0,12,12,0
2368,156.0,119,0.0,13,13,0
2369,156.0,33,0.0,14,14,0
2370,156.0,78,0.0,15,15,0
2371,156.0,138,0.0,16,16,0
2372,156.0,129,0.0,17,17,0
2373,157.0,6,35.0,1,1,3
2374,157.0,81,33.0,2,2,1
2375,157.0,114,,3,3,2
2376,157.0,120,19.0,4,4,1
2377,157.0,130,7.0,5,5,0
2378,157.0,55,6.0,6,6,0
2379,157.0,134,3.0,7,7,0
2380,157.0,136,,8,8,0
2381,157.0,135,2.0,9,9,0
2382,157.0,116,1.0,10,10,0
2383,157.0,139,1.0,11,11,0
2384,157.0,137,0.0,12,12,0
2385,157.0,119,0.0,13,13,0
2386,157.0,33,0.0,14,14,0
2387,157.0,78,0.0,15,15,0
2388,157.0,138,0.0,16,16,0
2389,157.0,129,0.0,17,17,0
2390,158.0,6,41.0,1,1,3
2391,158.0,81,36.0,2,2,1
2392,158.0,114,,3,3,2
2393,158.0,120,19.0,4,4,1
2394,158.0,130,16.0,5,5,1
2395,158.0,55,6.0,6,6,0
2396,158.0,136,,7,7,0
2397,158.0,134,3.0,8,8,0
2398,158.0,135,2.0,9,9,0
2399,158.0,116,1.0,10,10,0
2400,158.0,139,1.0,11,11,0
2401,158.0,137,0.0,12,12,0
2402,158.0,119,0.0,13,13,0
2403,158.0,33,0.0,14,14,0
2404,158.0,78,0.0,15,15,0
2405,158.0,129,0.0,16,16,0
2406,158.0,138,0.0,17,17,0
2407,158.0,140,0.0,18,18,0
2408,159.0,6,50.0,1,1,4
2409,159.0,81,36.0,2,2,1
2410,159.0,114,,3,3,2
2411,159.0,130,22.0,4,4,1
2412,159.0,120,20.0,5,5,1
2413,159.0,55,6.0,6,6,0
2414,159.0,134,5.0,7,7,0
2415,159.0,136,,8,8,0
2416,159.0,135,2.0,9,9,0
2417,159.0,116,1.0,10,10,0
2418,159.0,139,1.0,11,11,0
2419,159.0,137,0.0,12,12,0
2420,159.0,119,0.0,13,13,0
2421,159.0,33,0.0,14,14,0
2422,159.0,78,0.0,15,15,0
2423,159.0,129,0.0,16,16,0
2424,159.0,138,0.0,17,17,0
2425,159.0,140,0.0,18,18,0
2426,160.0,6,50.0,1,1,4
2427,160.0,81,42.0,2,2,1
2428,160.0,114,,3,3,3
2429,160.0,130,25.0,4,4,1
2430,160.0,120,24.0,5,5,1
2431,160.0,55,6.0,6,6,0
2432,160.0,134,5.0,7,7,0
2433,160.0,136,,8,8,0
2434,160.0,116,3.0,9,9,0
2435,160.0,135,2.0,10,10,0
2436,160.0,139,1.0,11,11,0
2437,160.0,137,0.0,12,12,0
2438,160.0,119,0.0,13,13,0
2439,160.0,33,0.0,14,14,0
2440,160.0,78,0.0,15,15,0
2441,160.0,129,0.0,16,16,0
2442,160.0,138,0.0,17,17,0
2443,160.0,141,0.0,18,18,0
2444,160.0,140,0.0,19,19,0
2445,161.0,6,54.0,1,1,4
2446,161.0,81,51.0,2,2,2
2447,161.0,114,,3,3,3
2448,161.0,130,25.0,4,4,1
2449,161.0,120,24.0,5,5,1
2450,161.0,136,,6,6,0
2451,161.0,55,6.0,7,7,0
2452,161.0,137,6.0,8,8,0
2453,161.0,134,5.0,9,9,0
2454,161.0,116,3.0,10,10,0
2455,161.0,139,3.0,11,11,0
2456,161.0,135,2.0,12,12,0
2457,161.0,129,1.0,13,13,0
2458,161.0,119,0.0,14,14,0
2459,161.0,33,0.0,15,15,0
2460,161.0,78,0.0,16,16,0
2461,161.0,138,0.0,17,17,0
2462,161.0,141,0.0,18,18,0
2463,161.0,140,0.0,19,19,0
2464,,6,,1,1,4
2465,,81,51.0,2,2,2
2466,,114,41.0,3,3,3
2467,,130,28.0,4,4,1
2468,,120,24.0,5,5,1
2469,,136,,6,6,0
2470,,116,,7,7,1
2471,,55,7.0,8,8,0
2472,,137,6.0,9,9,0
2473,,134,5.0,10,10,0
2474,,139,3.0,11,11,0
2475,,135,2.0,12,12,0
2476,,129,1.0,13,13,0
2477,,119,0.0,14,14,0
2478,,33,0.0,15,15,0
2479,,78,0.0,16,16,0
2480,,138,0.0,17,17,0
2481,,141,0.0,18,18,0
2482,,142,0.0,19,19,0
2483,,140,0.0,20,20,0
2484,,6,,1,1,5
2485,,81,54.0,2,2,2
2486,,114,47.0,3,3,3
2487,,130,30.0,4,4,1
2488,,120,24.0,5,5,1
2489,,136,,6,6,0
2490,,116,,7,7,1
2491,,55,7.0,8,8,0
2492,,137,6.0,9,9,0
2493,,134,5.0,10,10,0
2494,,139,3.0,11,11,0
2495,,135,2.0,12,12,0
2496,,129,1.0,13,13,0
2497,,119,0.0,14,14,0
2498,,33,0.0,15,15,0
2499,,78,0.0,16,16,0
2500,,138,0.0,17,17,0
2501,,141,0.0,18,18,0
2502,,142,0.0,19,19,0
2503,,140,0.0,20,20,0
2504,,6,,1,1,6
2505,,81,54.0,2,2,2
2506,,114,53.0,3,3,3
2507,,130,33.0,4,4,1
2508,,120,25.0,5,5,1
2509,,136,,6,6,0
2510,,55,9.0,7,7,0
2511,,116,,8,8,1
2512,,137,6.0,9,9,0
2513,,134,5.0,10,10,0
2514,,139,3.0,11,11,0
2515,,135,2.0,12,12,0
2516,,129,1.0,13,13,0
2517,,119,0.0,14,14,0
2518,,33,0.0,15,15,0
2519,,138,0.0,16,16,0
2520,,78,0.0,17,17,0
2521,,141,0.0,18,18,0
2522,,142,0.0,19,19,0
2523,,140,0.0,20,20,0
2524,162.0,6,9.0,1,1,1
2525,162.0,120,6.0,2,2,0
2526,162.0,128,4.0,3,3,0
2527,162.0,116,3.0,4,4,0
2528,162.0,114,1.0,5,5,0
2529,162.0,143,0.0,6,6,0
2530,162.0,137,0.0,7,7,0
2531,162.0,144,0.0,8,8,0
2532,162.0,138,0.0,9,9,0
2533,162.0,145,0.0,10,10,0
2534,162.0,55,0.0,11,11,0
2535,162.0,135,0.0,12,12,0
2536,162.0,33,0.0,13,13,0
2537,163.0,6,18.0,1,1,2
2538,163.0,120,9.0,2,2,0
2539,163.0,114,7.0,3,3,0
2540,163.0,128,4.0,4,4,0
2541,163.0,116,3.0,5,5,0
2542,163.0,135,2.0,6,6,0
2543,163.0,134,1.0,7,7,0
2544,163.0,143,0.0,8,8,0
2545,163.0,137,0.0,9,9,0
2546,163.0,144,0.0,10,10,0
2547,163.0,55,0.0,11,11,0
2548,163.0,138,0.0,12,12,0
2549,163.0,119,0.0,13,13,0
2550,163.0,129,0.0,14,14,0
2551,163.0,130,0.0,15,15,0
2552,163.0,145,0.0,16,16,0
2553,163.0,33,0.0,17,17,0
2554,164.0,6,27.0,1,1,3
2555,164.0,120,13.0,2,2,0
2556,164.0,114,9.0,3,3,0
2557,164.0,128,4.0,4,4,0
2558,164.0,116,3.0,5,5,0
2559,164.0,145,3.0,6,6,0
2560,164.0,135,2.0,7,7,0
2561,164.0,138,1.0,8,8,0
2562,164.0,134,1.0,9,9,0
2563,164.0,143,0.0,10,10,0
2564,164.0,129,0.0,11,11,0
2565,164.0,144,0.0,12,12,0
2566,164.0,137,0.0,13,13,0
2567,164.0,55,0.0,14,14,0
2568,164.0,119,0.0,15,15,0
2569,164.0,130,0.0,16,16,0
2570,164.0,33,0.0,17,17,0
2571,165.0,6,33.0,1,1,3
2572,165.0,114,18.0,2,2,1
2573,165.0,120,13.0,3,3,0
2574,165.0,128,4.0,4,4,0
2575,165.0,55,4.0,5,5,0
2576,165.0,144,3.0,6,6,0
2577,165.0,116,3.0,7,7,0
2578,165.0,145,3.0,8,8,0
2579,165.0,129,2.0,9,9,0
2580,165.0,135,2.0,10,10,0
2581,165.0,138,1.0,11,11,0
2582,165.0,134,1.0,12,12,0
2583,165.0,143,0.0,13,13,0
2584,165.0,119,0.0,14,14,0
2585,165.0,137,0.0,15,15,0
2586,165.0,146,0.0,16,16,0
2587,165.0,130,0.0,17,17,0
2588,165.0,33,0.0,18,18,0
2589,165.0,94,0.0,19,19,0
2590,166.0,6,42.0,1,1,4
2591,166.0,114,19.0,2,2,1
2592,166.0,120,16.0,3,3,0
2593,166.0,145,7.0,4,4,0
2594,166.0,128,4.0,5,5,0
2595,166.0,55,4.0,6,6,0
2596,166.0,144,3.0,7,7,0
2597,166.0,116,3.0,8,8,0
2598,166.0,135,2.0,9,9,0
2599,166.0,129,2.0,10,10,0
2600,166.0,119,2.0,11,11,0
2601,166.0,138,1.0,12,12,0
2602,166.0,134,1.0,13,13,0
2603,166.0,143,0.0,14,14,0
2604,166.0,146,0.0,15,15,0
2605,166.0,137,0.0,16,16,0
2606,166.0,94,0.0,17,17,0
2607,166.0,130,0.0,18,18,0
2608,166.0,33,0.0,19,19,0
2609,167.0,6,51.0,1,1,5
2610,167.0,120,22.0,2,2,0
2611,167.0,114,21.0,3,3,1
2612,167.0,145,7.0,4,4,0
2613,167.0,116,6.0,5,5,0
2614,167.0,128,4.0,6,6,0
2615,167.0,55,4.0,7,7,0
2616,167.0,144,3.0,8,8,0
2617,167.0,135,2.0,9,9,0
2618,167.0,129,2.0,10,10,0
2619,167.0,119,2.0,11,11,0
2620,167.0,138,2.0,12,12,0
2621,167.0,134,1.0,13,13,0
2622,167.0,143,0.0,14,14,0
2623,167.0,146,0.0,15,15,0
2624,167.0,137,0.0,16,16,0
2625,167.0,94,0.0,17,17,0
2626,167.0,130,0.0,18,18,0
2627,167.0,33,0.0,19,19,0
2628,168.0,6,55.0,1,1,5
2629,168.0,120,31.0,2,2,1
2630,168.0,114,23.0,3,3,1
2631,168.0,145,10.0,4,4,0
2632,168.0,116,6.0,5,5,0
2633,168.0,128,4.0,6,6,0
2634,168.0,55,4.0,7,7,0
2635,168.0,144,3.0,8,8,0
2636,168.0,135,2.0,9,9,0
2637,168.0,129,2.0,10,10,0
2638,168.0,119,2.0,11,11,0
2639,168.0,138,2.0,12,12,0
2640,168.0,134,1.0,13,13,0
2641,168.0,143,0.0,14,14,0
2642,168.0,146,0.0,15,15,0
2643,168.0,137,0.0,16,16,0
2644,168.0,94,0.0,17,17,0
2645,168.0,130,0.0,18,18,0
2646,168.0,33,0.0,19,19,0
2647,169.0,6,55.0,1,1,5
2648,169.0,120,37.0,2,2,1
2649,169.0,114,31.0,3,3,2
2650,169.0,145,10.0,4,4,0
2651,169.0,135,6.0,5,5,0
2652,169.0,55,6.0,6,6,0
2653,169.0,144,6.0,7,7,0
2654,169.0,116,6.0,8,8,0
2655,169.0,128,4.0,9,9,0
2656,169.0,129,2.0,10,10,0
2657,169.0,119,2.0,11,11,0
2658,169.0,138,2.0,12,12,0
2659,169.0,134,1.0,13,13,0
2660,169.0,143,0.0,14,14,0
2661,169.0,146,0.0,15,15,0
2662,169.0,137,0.0,16,16,0
2663,169.0,94,0.0,17,17,0
2664,169.0,130,0.0,18,18,0
2665,169.0,33,0.0,19,19,0
2666,170.0,6,64.0,1,1,6
2667,170.0,120,43.0,2,2,1
2668,170.0,114,31.0,3,3,2
2669,170.0,135,10.0,4,4,0
2670,170.0,145,10.0,5,5,0
2671,170.0,128,7.0,6,6,0
2672,170.0,55,6.0,7,7,0
2673,170.0,144,6.0,8,8,0
2674,170.0,116,6.0,9,9,0
2675,170.0,119,4.0,10,10,0
2676,170.0,138,3.0,11,11,0
2677,170.0,129,2.0,12,12,0
2678,170.0,134,1.0,13,13,0
2679,170.0,143,0.0,14,14,0
2680,170.0,130,0.0,15,15,0
2681,170.0,146,0.0,16,16,0
2682,170.0,137,0.0,17,17,0
2683,170.0,94,0.0,18,18,0
2684,170.0,33,0.0,19,19,0
2685,171.0,6,64.0,1,1,6
2686,171.0,120,49.0,2,2,1
2687,171.0,114,40.0,3,3,3
2688,171.0,135,10.0,4,4,0
2689,171.0,145,10.0,5,5,0
2690,171.0,144,9.0,6,6,0
2691,171.0,55,8.0,7,7,0
2692,171.0,128,7.0,8,8,0
2693,171.0,116,6.0,9,9,0
2694,171.0,119,4.0,10,10,0
2695,171.0,138,3.0,11,11,0
2696,171.0,129,2.0,12,12,0
2697,171.0,134,1.0,13,13,0
2698,171.0,143,0.0,14,14,0
2699,171.0,130,0.0,15,15,0
2700,171.0,146,0.0,16,16,0
2701,171.0,137,0.0,17,17,0
2702,171.0,94,0.0,18,18,0
2703,171.0,33,0.0,19,19,0
2704,172.0,6,64.0,1,1,6
2705,172.0,120,49.0,2,2,1
2706,172.0,114,43.0,3,3,3
2707,172.0,135,19.0,4,4,1
2708,172.0,145,16.0,5,5,0
2709,172.0,55,12.0,6,6,0
2710,172.0,144,9.0,7,7,0
2711,172.0,128,7.0,8,8,0
2712,172.0,116,7.0,9,9,0
2713,172.0,119,4.0,10,10,0
2714,172.0,138,3.0,11,11,0
2715,172.0,129,2.0,12,12,0
2716,172.0,134,1.0,13,13,0
2717,172.0,143,0.0,14,14,0
2718,172.0,130,0.0,15,15,0
2719,172.0,146,0.0,16,16,0
2720,172.0,137,0.0,17,17,0
2721,172.0,94,0.0,18,18,0
2722,172.0,33,0.0,19,19,0
2723,173.0,6,70.0,1,1,6
2724,173.0,114,52.0,2,2,4
2725,173.0,120,51.0,3,3,1
2726,173.0,135,19.0,4,4,1
2727,173.0,145,16.0,5,5,0
2728,173.0,55,16.0,6,6,0
2729,173.0,128,10.0,7,7,0
2730,173.0,144,9.0,8,8,0
2731,173.0,116,8.0,9,9,0
2732,173.0,119,4.0,10,10,0
2733,173.0,138,3.0,11,11,0
2734,173.0,129,2.0,12,12,0
2735,173.0,134,1.0,13,13,0
2736,173.0,143,0.0,14,14,0
2737,173.0,130,0.0,15,15,0
2738,173.0,146,0.0,16,16,0
2739,173.0,137,0.0,17,17,0
2740,173.0,94,0.0,18,18,0
2741,173.0,33,0.0,19,19,0
2742,,6,76.0,1,1,6
2743,,120,53.0,2,2,1
2744,,114,52.0,3,3,4
2745,,145,20.0,4,4,0
2746,,135,19.0,5,5,1
2747,,116,17.0,6,6,1
2748,,55,16.0,7,7,0
2749,,128,10.0,8,8,0
2750,,144,9.0,9,9,0
2751,,119,4.0,10,10,0
2752,,138,3.0,11,11,0
2753,,129,2.0,12,12,0
2754,,134,1.0,13,13,0
2755,,143,0.0,14,14,0
2756,,130,0.0,15,15,0
2757,,146,0.0,16,16,0
2758,,137,0.0,17,17,0
2759,,94,0.0,18,18,0
2760,,33,0.0,19,19,0
2761,,6,77.0,1,1,6
2762,,114,61.0,2,2,5
2763,,120,59.0,3,3,1
2764,,145,20.0,4,4,0
2765,,55,20.0,5,5,0
2766,,135,19.0,6,6,1
2767,,116,17.0,7,7,1
2768,,128,10.0,8,8,0
2769,,144,9.0,9,9,0
2770,,119,4.0,10,10,0
2771,,138,3.0,11,11,0
2772,,129,2.0,12,12,0
2773,,134,1.0,13,13,0
2774,,143,0.0,14,14,0
2775,,130,0.0,15,15,0
2776,,146,0.0,16,16,0
2777,,137,0.0,17,17,0
2778,,94,0.0,18,18,0
2779,,33,0.0,19,19,0
2780,,6,81.0,1,1,6
2781,,114,70.0,2,2,6
2782,,120,65.0,3,3,1
2783,,135,20.0,4,4,1
2784,,145,20.0,5,5,0
2785,,55,20.0,6,6,0
2786,,116,19.0,7,7,1
2787,,128,10.0,8,8,0
2788,,144,9.0,9,9,0
2789,,119,4.0,10,10,0
2790,,138,3.0,11,11,0
2791,,129,2.0,12,12,0
2792,,134,1.0,13,13,0
2793,,143,0.0,14,14,0
2794,,130,0.0,15,15,0
2795,,146,0.0,16,16,0
2796,,137,0.0,17,17,0
2797,,94,0.0,18,18,0
2798,,33,0.0,19,19,0
2799,,6,83.0,1,1,6
2800,,114,74.0,2,2,6
2801,,120,71.0,3,3,1
2802,,55,29.0,4,4,1
2803,,135,20.0,5,5,1
2804,,145,20.0,6,6,0
2805,,116,19.0,7,7,1
2806,,128,10.0,8,8,0
2807,,144,9.0,9,9,0
2808,,119,7.0,10,10,0
2809,,138,3.0,11,11,0
2810,,129,2.0,12,12,0
2811,,134,1.0,13,13,0
2812,,130,0.0,14,14,0
2813,,143,0.0,15,15,0
2814,,146,0.0,16,16,0
2815,,137,0.0,17,17,0
2816,,147,0.0,18,18,0
2817,,94,0.0,19,19,0
2818,,33,0.0,20,20,0
2819,,140,0.0,21,21,0
2820,174.0,143,9.0,1,1,1
2821,174.0,81,6.0,2,2,0
2822,174.0,6,4.0,3,3,0
2823,174.0,138,3.0,4,4,0
2824,174.0,55,2.0,5,5,0
2825,174.0,129,1.0,6,6,0
2826,174.0,119,0.0,7,7,0
2827,174.0,116,0.0,8,8,0
2828,174.0,128,0.0,9,9,0
2829,174.0,145,0.0,10,10,0
2830,174.0,120,0.0,11,11,0
2831,174.0,114,0.0,12,12,0
2832,175.0,6,13.0,1,1,1
2833,175.0,143,9.0,2,2,1
2834,175.0,81,6.0,3,3,0
2835,175.0,114,6.0,4,4,0
2836,175.0,138,6.0,5,5,0
2837,175.0,55,4.0,6,6,0
2838,175.0,128,1.0,7,7,0
2839,175.0,129,1.0,8,8,0
2840,175.0,119,0.0,9,9,0
2841,175.0,116,0.0,10,10,0
2842,175.0,145,0.0,11,11,0
2843,175.0,120,0.0,12,12,0
2844,175.0,33,0.0,13,13,0
2845,176.0,6,22.0,1,1,2
2846,176.0,143,15.0,2,2,1
2847,176.0,114,9.0,3,3,0
2848,176.0,81,7.0,4,4,0
2849,176.0,138,6.0,5,5,0
2850,176.0,120,4.0,6,6,0
2851,176.0,55,4.0,7,7,0
2852,176.0,129,1.0,8,8,0
2853,176.0,128,1.0,9,9,0
2854,176.0,119,0.0,10,10,0
2855,176.0,116,0.0,11,11,0
2856,176.0,33,0.0,12,12,0
2857,176.0,145,0.0,13,13,0
2858,177.0,6,28.0,1,1,2
2859,177.0,143,19.0,2,2,1
2860,177.0,55,13.0,3,3,1
2861,177.0,114,9.0,4,4,0
2862,177.0,138,8.0,5,5,0
2863,177.0,81,7.0,6,6,0
2864,177.0,120,7.0,7,7,0
2865,177.0,129,1.0,8,8,0
2866,177.0,128,1.0,9,9,0
2867,177.0,135,1.0,10,10,0
2868,177.0,119,0.0,11,11,0
2869,177.0,145,0.0,12,12,0
2870,177.0,116,0.0,13,13,0
2871,177.0,33,0.0,14,14,0
2872,178.0,6,34.0,1,1,2
2873,178.0,143,23.0,2,2,1
2874,178.0,55,22.0,3,3,2
2875,178.0,114,12.0,4,4,0
2876,178.0,81,8.0,5,5,0
2877,178.0,138,8.0,6,6,0
2878,178.0,120,7.0,7,7,0
2879,178.0,129,1.0,8,8,0
2880,178.0,128,1.0,9,9,0
2881,178.0,135,1.0,10,10,0
2882,178.0,119,0.0,11,11,0
2883,178.0,145,0.0,12,12,0
2884,178.0,116,0.0,13,13,0
2885,178.0,33,0.0,14,14,0
2886,178.0,130,0.0,15,15,0
2887,178.0,148,0.0,16,16,0
2888,179.0,6,40.0,1,1,2
2889,179.0,143,32.0,2,2,2
2890,179.0,55,24.0,3,3,2
2891,179.0,114,15.0,4,4,0
2892,179.0,81,8.0,5,5,0
2893,179.0,138,8.0,6,6,0
2894,179.0,120,7.0,7,7,0
2895,179.0,128,2.0,8,8,0
2896,179.0,129,1.0,9,9,0
2897,179.0,135,1.0,10,10,0
2898,179.0,119,0.0,11,11,0
2899,179.0,145,0.0,12,12,0
2900,179.0,116,0.0,13,13,0
2901,179.0,130,0.0,14,14,0
2902,179.0,33,0.0,15,15,0
2903,179.0,148,0.0,16,16,0
2904,180.0,6,46.0,1,1,2
2905,180.0,55,33.0,2,2,3
2906,180.0,143,32.0,3,3,2
2907,180.0,114,15.0,4,4,0
2908,180.0,120,11.0,5,5,0
2909,180.0,81,9.0,6,6,0
2910,180.0,138,8.0,7,7,0
2911,180.0,128,4.0,8,8,0
2912,180.0,119,3.0,9,9,0
2913,180.0,129,1.0,10,10,0
2914,180.0,135,1.0,11,11,0
2915,180.0,145,0.0,12,12,0
2916,180.0,130,0.0,13,13,0
2917,180.0,116,0.0,14,14,0
2918,180.0,148,0.0,15,15,0
2919,180.0,33,0.0,16,16,0
2920,181.0,6,50.0,1,1,2
2921,181.0,55,34.0,2,2,3
2922,181.0,143,32.0,3,3,2
2923,181.0,114,21.0,4,4,0
2924,181.0,120,14.0,5,5,0
2925,181.0,81,11.0,6,6,0
2926,181.0,145,9.0,7,7,1
2927,181.0,138,8.0,8,8,0
2928,181.0,128,4.0,9,9,0
2929,181.0,119,3.0,10,10,0
2930,181.0,129,1.0,11,11,0
2931,181.0,135,1.0,12,12,0
2932,181.0,130,0.0,13,13,0
2933,181.0,116,0.0,14,14,0
2934,181.0,148,0.0,15,15,0
2935,181.0,33,0.0,16,16,0
2936,182.0,6,50.0,1,1,2
2937,182.0,55,43.0,2,2,4
2938,182.0,143,32.0,3,3,2
2939,182.0,114,25.0,4,4,0
2940,182.0,81,17.0,5,5,0
2941,182.0,120,14.0,6,6,0
2942,182.0,145,9.0,7,7,1
2943,182.0,138,8.0,8,8,0
2944,182.0,128,4.0,9,9,0
2945,182.0,119,3.0,10,10,0
2946,182.0,129,1.0,11,11,0
2947,182.0,135,1.0,12,12,0
2948,182.0,130,0.0,13,13,0
2949,182.0,116,0.0,14,14,0
2950,182.0,148,0.0,15,15,0
2951,182.0,33,0.0,16,16,0
2952,183.0,6,56.0,1,1,2
2953,183.0,55,47.0,2,2,4
2954,183.0,114,34.0,3,3,1
2955,183.0,143,32.0,4,4,2
2956,183.0,81,19.0,5,5,0
2957,183.0,120,14.0,6,6,0
2958,183.0,145,10.0,7,7,1
2959,183.0,138,8.0,8,8,0
2960,183.0,128,4.0,9,9,0
2961,183.0,119,3.0,10,10,0
2962,183.0,129,1.0,11,11,0
2963,183.0,135,1.0,12,12,0
2964,183.0,130,0.0,13,13,0
2965,183.0,116,0.0,14,14,0
2966,183.0,148,0.0,15,15,0
2967,183.0,33,0.0,16,16,0
2968,183.0,149,0.0,17,17,0
2969,183.0,0,0.0,18,18,0
2970,184.0,6,65.0,1,1,3
2971,184.0,55,47.0,2,2,4
2972,184.0,143,38.0,3,3,2
2973,184.0,114,34.0,4,4,1
2974,184.0,81,23.0,5,5,0
2975,184.0,120,14.0,6,6,0
2976,184.0,145,10.0,7,7,1
2977,184.0,138,8.0,8,8,0
2978,184.0,119,5.0,9,9,0
2979,184.0,128,4.0,10,10,0
2980,184.0,129,2.0,11,11,0
2981,184.0,135,1.0,12,12,0
2982,184.0,116,0.0,13,13,0
2983,184.0,130,0.0,14,14,0
2984,184.0,148,0.0,15,15,0
2985,184.0,33,0.0,16,16,0
2986,184.0,149,0.0,17,17,0
2987,184.0,0,0.0,18,18,0
2988,,6,71.0,1,1,3
2989,,55,47.0,2,2,4
2990,,143,38.0,3,3,2
2991,,114,35.0,4,4,1
2992,,81,27.0,5,5,0
2993,,120,16.0,6,6,0
2994,,128,13.0,7,7,1
2995,,145,10.0,8,8,1
2996,,138,8.0,9,9,0
2997,,119,5.0,10,10,0
2998,,129,2.0,11,11,0
2999,,135,1.0,12,12,0
3000,,130,0.0,13,13,0
3001,,116,0.0,14,14,0
3002,,148,0.0,15,15,0
3003,,33,0.0,16,16,0
3004,,149,0.0,17,17,0
3005,,0,0.0,18,18,0
3006,,6,80.0,1,1,4
3007,,55,47.0,2,2,4
3008,,143,42.0,3,3,2
3009,,114,35.0,4,4,1
3010,,81,27.0,5,5,0
3011,,145,16.0,6,6,1
3012,,120,16.0,7,7,0
3013,,128,13.0,8,8,1
3014,,138,11.0,9,9,0
3015,,119,5.0,10,10,0
3016,,129,4.0,11,11,0
3017,,135,1.0,12,12,0
3018,,130,0.0,13,13,0
3019,,116,0.0,14,14,0
3020,,148,0.0,15,15,0
3021,,33,0.0,16,16,0
3022,,149,0.0,17,17,0
3023,,0,0.0,18,18,0
3024,,6,86.0,1,1,4
3025,,55,56.0,2,2,5
3026,,143,42.0,3,3,2
3027,,114,38.0,4,4,1
3028,,81,27.0,5,5,0
3029,,128,17.0,6,6,1
3030,,120,17.0,7,7,0
3031,,145,16.0,8,8,1
3032,,138,11.0,9,9,0
3033,,129,6.0,10,10,0
3034,,119,5.0,11,11,0
3035,,135,1.0,12,12,0
3036,,116,0.0,13,13,0
3037,,130,0.0,14,14,0
3038,,148,0.0,15,15,0
3039,,33,0.0,16,16,0
3040,,149,0.0,17,17,0
3041,,146,0.0,18,18,0
3042,,0,0.0,19,19,0
3043,,0,0.0,20,20,0
3044,,6,89.0,1,1,4
3045,,55,62.0,2,2,5
3046,,114,47.0,3,3,2
3047,,143,46.0,4,4,2
3048,,81,27.0,5,5,0
3049,,128,17.0,6,6,1
3050,,120,17.0,7,7,0
3051,,145,16.0,8,8,1
3052,,138,11.0,9,9,0
3053,,129,8.0,10,10,0
3054,,119,5.0,11,11,0
3055,,135,1.0,12,12,0
3056,,130,0.0,13,13,0
3057,,116,0.0,14,14,0
3058,,148,0.0,15,15,0
3059,,33,0.0,16,16,0
3060,,149,0.0,17,17,0
3061,,146,0.0,18,18,0
3062,,0,0.0,19,19,0
3063,,0,0.0,20,20,0
3064,,6,89.0,1,1,4
3065,,55,62.0,2,2,5
3066,,143,55.0,3,3,3
3067,,114,51.0,4,4,2
3068,,81,27.0,5,5,0
3069,,120,23.0,6,6,0
3070,,128,20.0,7,7,1
3071,,145,16.0,8,8,1
3072,,138,11.0,9,9,0
3073,,129,10.0,10,10,0
3074,,119,6.0,11,11,0
3075,,135,1.0,12,12,0
3076,,116,0.0,13,13,0
3077,,130,0.0,14,14,0
3078,,148,0.0,15,15,0
3079,,33,0.0,16,16,0
3080,,149,0.0,17,17,0
3081,,146,0.0,18,18,0
3082,,0,0.0,19,19,0
3083,,0,0.0,20,20,0
3084,,6,95.0,1,1,4
3085,,55,62.0,2,2,5
3086,,114,60.0,3,3,3
3087,,143,55.0,4,4,3
3088,,81,27.0,5,5,0
3089,,120,27.0,6,6,0
3090,,128,23.0,7,7,1
3091,,145,18.0,8,8,1
3092,,138,11.0,9,9,0
3093,,129,10.0,10,10,0
3094,,119,6.0,11,11,0
3095,,135,1.0,12,12,0
3096,,116,0.0,13,13,0
3097,,130,0.0,14,14,0
3098,,147,0.0,15,15,0
3099,,148,0.0,16,16,0
3100,,33,0.0,17,17,0
3101,,149,0.0,18,18,0
3102,,146,0.0,19,19,0
3103,,0,0.0,20,20,0
3104,,0,0.0,21,21,0
3105,185.0,55,9.0,1,1,1
3106,185.0,81,6.0,2,2,0
3107,185.0,120,4.0,3,3,0
3108,185.0,114,3.0,4,4,0
3109,185.0,6,0.0,5,5,0
3110,185.0,138,0.0,6,6,0
3111,185.0,143,0.0,7,7,0
3112,185.0,85,0.0,8,8,0
3113,185.0,128,0.0,9,9,0
3114,185.0,145,0.0,10,10,0
3115,185.0,119,0.0,11,11,0
3116,185.0,137,0.0,12,12,0
3117,185.0,129,0.0,13,13,0
3118,185.0,150,0.0,14,14,0
3119,185.0,151,0.0,15,15,0
3120,185.0,130,0.0,16,16,0
3121,186.0,55,12.0,1,1,1
3122,186.0,81,10.0,2,2,0
3123,186.0,6,9.0,3,3,1
3124,186.0,138,6.0,4,4,0
