qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1622,701,704,176,10,14,1:23.932,,
1623,701,752,183,15,15,1:24.147,,
1624,701,726,149,7,16,1:24.190,,
1625,701,723,172,11,17,1:24.317,,
1626,701,753,160,18,18,1:25.826,,
1627,701,755,172,12,19,1:26.357,,
1628,701,703,160,19,20,,,
1629,702,683,6,1,1,1:17.762,,
1630,702,694,6,2,2,1:18.020,,
1631,702,742,149,8,3,1:18.233,,
1632,702,726,149,7,4,1:18.615,,
1633,702,738,182,17,5,1:18.704,,
1634,702,702,184,20,6,1:18.811,,
1635,702,727,137,4,7,1:19.006,,
1636,702,707,114,5,8,1:19.128,,
1637,702,743,137,3,9,1:19.377,,
1638,702,704,176,10,10,1:19.427,,
1639,702,721,182,16,11,1:19.563,,
1640,702,747,183,14,12,1:19.615,,
1641,702,754,184,21,13,1:19.623,,
1642,702,737,176,9,14,1:19.646,,
1643,702,755,172,12,15,1:20.215,,
1644,702,752,183,15,16,1:20.308,,
1645,702,723,172,11,17,1:20.976,,
1646,702,753,160,18,18,1:22.104,,
1647,702,703,160,19,19,1:22.237,,
1648,702,741,114,6,20,,,
1649,703,683,6,1,1,1:09.150,,
1650,703,741,114,6,2,1:09.189,,
1651,703,743,137,3,3,1:09.391,,
1652,703,737,176,9,4,1:09.725,,
1653,703,694,6,2,5,1:09.784,,
1654,703,726,149,7,6,1:09.890,,
1655,703,738,182,17,7,1:09.935,,
1656,703,752,183,15,8,1:10.045,,
1657,703,723,172,11,9,1:10.105,,
1658,703,727,137,4,10,1:10.279,,
1659,703,702,184,20,11,1:10.402,,
1660,703,721,182,16,12,1:10.618,,
1661,703,754,184,21,13,1:10.834,,
1662,703,707,114,5,14,1:10.893,,
1663,703,704,176,10,15,1:11.307,,
1664,703,755,172,12,16,1:11.505,,
1665,703,747,183,14,17,1:11.662,,
1666,703,753,160,18,18,1:14.508,,
1667,703,742,149,8,19,1:20.113,,
1668,703,703,160,19,20,,,
1669,704,727,137,4,1,1:15.259,,
1670,704,741,114,6,2,1:15.295,,
1671,704,743,137,3,3,1:15.415,,
1672,704,726,149,7,4,1:15.500,,
1673,704,683,6,1,5,1:15.644,,
1674,704,707,114,5,6,1:15.700,,
1675,704,694,6,2,7,1:15.820,,
1676,704,742,149,8,8,1:15.884,,
1677,704,747,183,14,9,1:16.237,,
1678,704,754,184,21,10,1:16.744,,
1679,704,721,182,16,11,1:16.755,,
1680,704,723,172,11,12,1:16.967,,
1681,704,752,183,15,13,1:17.103,,
1682,704,737,176,9,14,1:17.176,,
1683,704,704,176,10,15,1:17.402,,
1684,704,755,172,12,16,1:17.452,,
1685,704,702,184,20,17,1:17.464,,
1686,704,703,160,19,18,1:18.706,,
1687,704,753,160,18,19,1:20.063,,
1688,704,738,182,17,20,,,
1689,705,727,137,4,1,1:15.529,,
1690,705,743,137,3,2,1:15.923,,
1691,705,683,6,1,3,1:16.047,,
1692,705,742,149,8,4,1:16.048,,
1693,705,694,6,2,5,1:16.143,,
1694,705,747,183,14,6,1:16.182,,
1695,705,702,184,20,7,1:16.598,,
1696,705,726,149,7,8,1:16.718,,
1697,705,754,184,21,9,1:16.826,,
1698,705,704,176,10,10,1:16.939,,
1699,705,707,114,5,11,1:17.024,,
1700,705,737,176,9,12,1:17.086,,
1701,705,752,183,15,13,1:17.337,,
1702,705,721,182,16,14,1:17.347,,
1703,705,703,160,19,15,1:18.014,,
1704,705,723,172,11,16,1:18.036,,
1705,705,738,182,17,17,1:18.205,,
1706,705,753,160,18,18,1:18.560,,
1707,705,755,172,12,19,1:18.692,,
1708,705,741,114,6,20,,,
1709,706,741,114,6,1,1:31.523,,
1710,706,683,6,1,2,1:31.555,,
1711,706,727,137,4,3,1:31.619,,
1712,706,743,137,3,4,1:31.765,,
1713,706,694,6,2,5,1:31.780,,
1714,706,726,149,7,6,1:31.976,,
1715,706,702,184,20,7,1:32.350,,
1716,706,742,149,8,8,1:32.424,,
1717,706,707,114,5,9,1:32.742,,
1718,706,754,184,21,10,1:32.949,,
1719,706,747,183,14,11,1:33.066,,
1720,706,738,182,17,12,1:33.395,,
1721,706,723,172,11,13,1:33.553,,
1722,706,755,172,12,14,1:33.827,,
1723,706,704,176,10,15,1:34.000,,
1724,706,752,183,15,16,1:34.159,,
1725,706,721,182,16,17,1:34.596,,
1726,706,703,160,19,18,1:36.318,,
1727,706,753,160,18,19,1:36.485,,
1728,706,737,176,9,20,,,
1729,707,727,137,4,1,1:15.019,,
1730,707,743,137,3,2,1:15.136,,
1731,707,683,6,1,3,1:15.480,,
1732,707,741,114,6,4,1:15.533,,
1733,707,707,114,5,5,1:15.628,,
1734,707,726,149,7,6,1:15.967,,
1735,707,742,149,8,7,1:16.087,,
1736,707,694,6,2,8,1:16.166,,
1737,707,747,183,14,9,1:16.308,,
1738,707,702,184,20,10,1:16.345,,
1739,707,752,183,15,11,1:16.965,,
1740,707,721,182,16,12,1:16.990,,
1741,707,754,184,21,13,1:17.068,,
1742,707,738,182,17,14,1:17.077,,
1743,707,737,176,9,15,1:17.445,,
1744,707,704,176,10,16,1:17.562,,
1745,707,723,172,11,17,1:18.431,,
1746,707,755,172,12,18,1:18.514,,
1747,707,703,160,19,19,1:18.709,,
1748,707,753,160,18,20,1:19.619,,
1749,708,694,6,2,1,1:21.209,,
1750,708,726,149,7,2,1:21.381,,
1751,708,741,114,6,3,1:21.695,,
1752,708,727,137,4,4,1:21.727,,
1753,708,683,6,1,5,1:21.867,,
1754,708,754,184,21,6,1:22.081,,
1755,708,743,137,3,7,1:22.214,,
1756,708,742,149,8,8,1:22.404,,
1757,708,721,182,16,9,1:22.591,,
1758,708,752,183,15,10,1:22.634,,
1759,708,747,183,14,11,1:22.647,,
1760,708,707,114,5,12,1:22.811,,
1761,708,702,184,20,13,1:23.042,,
1762,708,704,176,10,14,1:23.187,,
1763,708,723,172,11,15,1:23.574,,
1764,708,737,176,9,16,1:23.844,,
1765,708,755,172,12,17,1:24.385,,
1766,708,753,160,18,18,1:25.468,,
1767,708,703,160,19,19,1:25.759,,
1768,708,738,182,17,20,,,
1769,709,743,137,3,1,1:15.167,,
1770,709,727,137,4,2,1:15.185,,
1771,709,694,6,2,3,1:15.488,,
1772,709,726,149,7,4,1:15.679,,
1773,709,741,114,6,5,1:15.874,,
1774,709,683,6,1,6,1:15.898,,
1775,709,702,184,20,7,1:16.034,,
1776,709,742,149,8,8,1:16.483,,
1777,709,754,184,21,9,1:16.550,,
1778,709,707,114,5,10,1:16.666,,
1779,709,747,183,14,11,1:16.775,,
1780,709,723,172,11,12,1:16.831,,
1781,709,721,182,16,13,1:17.090,,
1782,709,704,176,10,14,1:17.169,,
1783,709,737,176,9,15,1:17.557,,
1784,709,753,183,15,16,1:18.021,,
1785,709,738,182,17,17,1:18.085,,
1786,709,755,172,12,18,1:18.341,,
1787,709,703,160,19,19,1:19.023,,
1788,709,756,160,18,20,1:19.174,,
1789,710,742,149,8,1,1:21.688,,
1790,710,727,137,4,2,1:21.944,,
1791,710,747,183,14,3,1:22.027,,
1792,710,743,137,3,4,1:22.180,,
1793,710,694,6,2,5,1:22.180,,
1794,710,726,149,7,6,1:22.610,,
1795,710,741,114,6,7,1:22.742,,
1796,710,683,6,1,8,1:22.755,,
1797,710,707,114,5,9,1:23.060,,
1798,710,702,184,20,10,1:23.369,,
1799,710,737,176,9,11,1:23.621,,
1800,710,753,183,15,12,1:23.660,,
1801,710,723,172,11,13,1:23.726,,
1802,710,738,182,17,14,1:23.847,,
1803,710,754,184,21,15,1:23.982,,
1804,710,721,182,16,16,1:24.100,,
1805,710,704,176,10,17,1:24.569,,
1806,710,703,160,19,18,1:26.423,,
1807,710,757,172,12,19,1:26.678,,
1808,710,756,160,18,20,1:28.907,,
1809,711,683,6,1,1,1:20.963,,
1810,711,743,137,3,2,1:21.014,,
1811,711,694,6,2,3,1:21.242,,
1812,711,741,114,6,4,1:21.466,,
1813,711,735,137,4,5,1:21.834,,
1814,711,726,149,7,6,1:21.944,,
1815,711,738,182,17,7,1:22.301,,
1816,711,707,114,5,8,1:22.471,,
1817,711,702,184,20,9,1:22.488,,
1818,711,721,182,16,10,1:22.717,,
1819,711,747,183,14,11,1:22.754,,
1820,711,754,184,21,12,1:22.914,,
1821,711,723,172,11,13,1:22.992,,
1822,711,704,176,10,14,1:23.216,,
1823,711,753,183,15,15,1:23.484,,
1824,711,737,176,9,16,1:23.803,,
1825,711,703,160,19,17,1:25.078,,
1826,711,757,172,12,18,1:25.881,,
1827,711,756,160,18,19,1:26.778,,
1828,711,742,149,8,20,1:40.405,,
1829,712,741,114,6,1,1:11.670,,
1830,712,694,6,2,2,1:11.794,,
1831,712,702,184,20,3,1:11.920,,
1832,712,743,137,3,4,1:11.948,,
1833,712,727,137,4,5,1:12.078,,
1834,712,742,149,8,6,1:12.087,,
1835,712,683,6,1,7,1:12.194,,
1836,712,707,114,5,8,1:12.297,,
1837,712,754,184,21,9,1:12.326,,
1838,712,726,149,7,10,1:12.566,,
1839,712,738,182,17,11,1:12.695,,
1840,712,721,182,16,12,1:13.050,,
1841,712,737,176,9,13,1:13.083,,
1842,712,747,183,14,14,1:13.269,,
1843,712,704,176,10,15,1:13.447,,
1844,712,753,183,15,16,1:13.585,,
1845,712,723,172,11,17,1:13.798,,
1846,712,755,172,12,18,1:14.027,,
1847,712,703,160,19,19,1:15.360,,
1848,712,756,160,18,20,1:15.644,,
1849,713,694,6,2,1,1:31.713,,
1850,713,743,137,3,2,1:32.412,,
1851,713,754,184,21,3,1:32.419,,
1852,713,702,184,20,4,1:32.862,,
1853,713,742,149,8,5,1:33.044,,
1854,713,747,183,14,6,1:33.106,,
1855,713,707,114,5,7,1:33.137,,
1856,713,741,114,6,8,1:33.272,,
1857,713,738,182,17,9,1:33.474,,
1858,713,753,183,15,10,1:33.558,,
1859,713,737,176,9,11,1:33.632,,
1860,713,704,176,10,12,1:33.896,,
1861,713,748,182,16,13,1:33.924,,
1862,713,683,6,1,14,1:34.302,,
1863,713,755,172,12,15,1:34.771,,
1864,713,723,172,11,16,1:34.912,,
1865,713,703,160,19,17,1:34.975,,
1866,713,756,160,18,18,1:37.226,,
1867,713,727,137,4,19,,,
1868,713,726,149,7,20,,,
1869,714,683,6,1,1,1:24.408,,
1870,714,694,6,2,2,1:24.482,,
1871,714,743,137,3,3,1:24.998,,
1872,714,738,182,9,4,1:24.998,,
1873,714,742,149,8,5,1:25.699,,
1874,714,747,183,14,6,1:25.805,,
1875,714,748,182,10,7,1:25.851,,
1876,714,727,137,4,8,1:25.925,,
1877,714,726,149,7,9,1:26.290,,
1878,714,741,114,6,10,1:26.297,,
1879,714,749,176,12,11,1:27.065,,
1880,714,707,114,5,12,1:27.294,,
1881,714,754,184,16,13,1:27.823,,
1882,714,723,176,11,14,1:27.845,,
1883,714,737,172,18,15,1:28.178,,
1884,714,759,172,19,16,1:30.140,,
1885,714,757,160,21,17,1:30.681,,
1886,714,702,184,17,18,,,
1887,714,758,183,15,19,,,
1888,714,760,160,20,20,,,
1889,715,683,6,1,1,1:33.074,,
1890,715,747,183,14,2,1:33.715,,
1891,715,694,6,2,3,1:33.756,,
1892,715,743,137,3,4,1:34.054,,
1893,715,741,114,6,5,1:34.164,,
1894,715,738,182,9,6,1:34.221,,
1895,715,727,137,4,7,1:34.235,,
1896,715,726,149,7,8,1:34.413,,
1897,715,707,114,5,9,1:34.602,,
1898,715,754,184,16,10,1:34.917,,
1899,715,749,176,12,11,1:35.039,,
1900,715,723,176,11,12,1:35.061,,
1901,715,758,183,15,13,1:35.158,,
1902,715,702,184,17,14,1:35.617,,
1903,715,737,172,18,15,1:36.569,,
1904,715,760,160,20,16,1:38.577,,
1905,715,757,160,21,17,1:39.272,,
1906,715,759,172,19,18,1:39.902,,
1907,715,742,149,8,19,,,
1908,715,748,182,10,20,,,
1909,716,683,6,1,1,1:30.139,,
1910,716,694,6,2,2,1:30.530,,
1911,716,743,137,3,3,1:30.581,,
1912,716,727,137,4,4,1:30.633,,
1913,716,748,182,10,5,1:30.827,,
1914,716,738,182,9,6,1:30.856,,
1915,716,726,149,7,7,1:30.971,,
1916,716,702,184,17,8,1:31.686,,
1917,716,754,184,16,9,1:31.717,,
1918,716,707,114,5,10,1:31.719,,
1919,716,723,176,11,11,1:31.731,,
1920,716,758,183,15,12,1:32.332,,
1921,716,749,176,12,13,1:32.536,,
1922,716,747,183,14,14,1:32.625,,
1923,716,737,172,18,15,1:33.506,,
1924,716,759,172,19,16,1:34.105,,
1925,716,742,149,8,17,1:34.130,,
1926,716,760,160,20,18,1:34.584,,
1927,716,757,160,21,19,1:35.787,,
1928,716,741,114,6,20,,,
1929,717,738,182,9,1,1:19.753,,
1930,717,683,6,1,2,1:20.011,,
1931,717,743,137,3,3,1:20.212,,
1932,717,694,6,2,4,1:20.451,,
1933,717,727,137,4,5,1:20.538,,
1934,717,742,149,8,6,1:20.895,,
1935,717,748,182,10,7,1:20.913,,
1936,717,747,183,14,8,1:20.921,,
1937,717,726,149,7,9,1:21.034,,
1938,717,754,184,16,10,1:21.087,,
1939,717,707,114,5,11,1:21.091,,
1940,717,749,176,12,12,1:21.532,,
1941,717,702,184,17,13,1:21.558,,
1942,717,758,183,15,14,1:21.949,,
1943,717,759,172,19,15,1:23.352,,
1944,717,737,172,18,16,1:23.488,,
1945,717,760,160,20,17,1:26.899,,
1946,717,757,160,21,18,1:46.299,,
1947,717,723,176,11,19,,,
1948,717,741,114,6,20,,,
1949,718,683,6,1,1,1:15.022,,
1950,718,743,137,3,2,1:15.639,,
1951,718,748,182,10,3,1:15.809,,
1952,718,726,149,7,4,1:16.144,,
1953,718,694,6,2,5,1:16.272,,
1954,718,727,137,4,6,1:16.293,,
1955,718,702,184,17,7,1:16.313,,
1956,718,742,149,8,8,1:16.422,,
1957,718,747,183,14,9,1:16.514,,
1958,718,707,114,5,10,1:16.636,,
1959,718,754,184,16,11,1:17.038,,
1960,718,723,176,11,12,1:17.444,,
1961,718,741,114,6,13,1:17.445,,
1962,718,738,182,9,14,1:17.575,,
1963,718,737,172,18,15,1:17.802,,
1964,718,758,183,15,16,1:17.812,,
1965,718,749,176,12,17,1:17.866,,
1966,718,760,160,20,18,1:19.817,,
1967,718,759,172,19,19,1:20.607,,
1968,718,757,160,21,20,1:21.470,,
1969,719,726,149,7,1,1:13.985,,
1970,719,727,137,4,2,1:14.345,,
1971,719,738,182,9,3,1:14.396,,
1972,719,742,149,8,4,1:14.408,,
1973,719,683,6,1,5,1:14.516,,
1974,719,741,114,6,6,1:14.592,,
1975,719,694,6,2,7,1:14.716,,
1976,719,748,182,10,8,1:14.827,,
1977,719,707,114,5,9,1:14.951,,
1978,719,743,137,3,10,1:15.039,,
1979,719,723,176,11,11,1:15.352,,
1980,719,747,183,14,12,1:15.725,,
1981,719,702,184,17,13,1:15.859,,
1982,719,758,183,15,14,1:15.919,,
1983,719,754,184,16,15,1:16.169,,
1984,719,749,176,12,16,1:16.248,,
1985,719,737,172,18,17,1:16.488,,
1986,719,759,172,19,18,1:17.443,,
1987,719,757,160,21,19,1:20.060,,
1988,719,760,160,20,20,1:20.115,,
1989,720,683,6,1,1,1:28.351,,
1990,720,748,182,10,2,1:28.986,,
1991,720,726,149,7,3,1:29.135,,
1992,720,741,114,6,4,1:29.137,,
1993,720,738,182,9,5,1:29.245,,
1994,720,742,149,8,6,1:29.313,,
1995,720,694,6,2,7,1:29.353,,
1996,720,743,137,3,8,1:29.354,,
1997,720,727,137,4,9,1:29.459,,
1998,720,702,184,17,10,1:29.697,,
1999,720,754,184,16,11,1:29.706,,
2000,720,758,183,15,12,1:31.431,,
2001,720,737,172,18,13,1:31.604,,
2002,720,747,183,14,14,1:31.797,,
2003,720,759,172,19,15,1:31.979,,
2004,720,749,176,12,16,1:31.982,,
2005,720,757,160,21,17,1:34.398,,
2006,720,707,114,5,18,,,
2007,720,723,176,11,19,,,
2008,720,760,160,20,20,,,
2009,721,727,137,4,1,1:12.275,,
2010,721,738,182,9,2,1:12.341,,
2011,721,726,149,7,3,1:13.023,,
2012,721,743,137,3,4,1:13.072,,
2013,721,742,149,8,5,1:13.308,,
2014,721,683,6,1,6,1:13.355,,
2015,721,694,6,2,7,1:13.562,,
2016,721,741,114,6,8,1:13.595,,
2017,721,707,114,5,9,1:13.681,,
2018,721,758,183,15,10,1:14.532,,
2019,721,723,176,11,11,1:14.674,,
2020,721,754,184,16,12,1:14.851,,
2021,721,702,184,17,13,1:14.891,,
2022,721,747,183,14,14,1:15.148,,
2023,721,737,172,18,15,1:15.321,,
2024,721,761,172,19,16,1:16.323,,
2025,721,748,182,10,17,1:17.004,,
2026,721,757,160,21,18,1:17.064,,
2027,721,749,176,12,19,,,
2028,721,760,160,20,20,,,
2029,722,694,6,2,1,1:10.223,,
2030,722,683,6,1,2,1:10.400,,
2031,722,748,182,10,3,1:10.601,,
2032,722,738,182,9,4,1:10.820,,
2033,722,743,137,3,5,1:11.062,,
2034,722,727,137,4,6,1:11.106,,
2035,722,741,114,6,7,1:11.137,,
2036,722,702,184,17,8,1:11.167,,
2037,722,742,149,8,9,1:11.185,,
2038,722,747,183,14,10,1:11.286,,
2039,722,754,184,16,11,1:11.691,,
2040,722,707,114,5,12,1:12.026,,
2041,722,758,183,15,13,1:12.170,,
2042,722,723,176,11,14,1:12.470,,
2043,722,749,176,12,15,1:12.721,,
2044,722,737,172,18,16,1:13.147,,
2045,722,759,172,19,17,1:13.375,,
2046,722,760,160,20,18,1:14.010,,
2047,722,757,160,21,19,1:14.812,,
2048,722,726,149,7,20,,,
2049,723,742,149,8,1,1:13.698,,
2050,723,683,6,1,2,1:13.971,,
2051,723,707,114,5,3,1:13.987,,
2052,723,738,182,9,4,1:13.995,,
2053,723,726,149,7,5,1:14.070,,
2054,723,743,137,3,6,1:14.172,,
2055,723,748,182,10,7,1:14.240,,
2056,723,735,137,4,8,1:14.275,,
2057,723,741,114,6,9,1:14.346,,
2058,723,694,6,2,10,1:14.478,,
2059,723,754,184,16,11,1:14.553,,
2060,723,747,183,14,12,1:14.798,,
2061,723,758,183,15,13,1:15.065,,
2062,723,702,184,17,14,1:15.130,,
2063,723,723,176,11,15,1:16.177,,
2064,723,749,176,12,16,1:16.200,,
2065,723,737,172,18,17,1:16.807,,
2066,723,759,172,19,18,1:17.462,,
2067,723,760,160,20,19,1:17.913,,
2068,723,757,160,21,20,1:18.247,,
2069,724,741,114,6,1,1:18.233,,
2070,724,694,6,2,2,1:18.305,,
2071,724,738,182,9,3,1:18.580,,
2072,724,683,6,1,4,1:18.710,,
2073,724,726,149,7,5,1:18.715,,
2074,724,742,149,8,6,1:18.811,,
2075,724,707,114,5,7,1:19.148,,
2076,724,743,137,3,8,1:19.378,,
2077,724,748,182,10,9,1:19.688,,
2078,724,747,183,14,10,1:20.004,,
2079,724,749,176,12,11,1:20.202,,
2080,724,702,184,17,12,1:20.335,,
2081,724,735,137,4,13,1:20.335,,
2082,724,754,184,16,14,1:20.545,,
2083,724,758,183,15,15,1:21.559,,
2084,724,759,172,19,16,1:22.458,,
2085,724,737,172,18,17,1:22.677,,
2086,724,760,160,20,18,1:23.437,,
2087,724,757,160,21,19,1:24.117,,
2088,724,723,176,11,20,,,
2089,725,683,6,1,1,1:13.306,,
2090,725,743,137,3,2,1:13.668,,
2091,725,738,182,9,3,1:13.674,,
2092,725,741,114,6,4,1:13.690,,
2093,725,707,114,5,5,1:13.821,,
2094,725,742,149,8,6,1:13.874,,
2095,725,726,149,7,7,1:14.134,,
2096,725,694,6,2,8,1:14.278,,
2097,725,748,182,10,9,1:14.287,,
2098,725,702,184,17,10,1:14.368,,
2099,725,752,137,4,11,1:14.556,,
2100,725,747,183,14,12,1:14.802,,
2101,725,758,183,15,13,1:15.011,,
2102,725,723,176,11,14,1:15.395,,
2103,725,754,184,16,15,1:15.454,,
2104,725,749,176,12,16,1:15.616,,
2105,725,759,172,19,17,1:16.192,,
2106,725,737,172,18,18,1:16.310,,
2107,725,760,160,20,19,1:18.055,,
2108,725,757,160,21,20,1:18.400,,
2109,726,683,6,1,1,1:19.146,,
2110,726,694,6,2,2,1:19.323,,
2111,726,748,182,10,3,1:19.693,,
2112,726,738,182,9,4,1:19.700,,
2113,726,742,149,8,5,1:19.996,,
2114,726,752,137,4,6,1:20.170,,
2115,726,743,137,3,7,1:20.199,,
2116,726,723,176,11,8,1:20.324,,
2117,726,726,149,7,9,1:20.411,,
2118,726,741,114,6,10,1:20.570,,
2119,726,747,183,14,11,1:20.730,,
2120,726,707,114,5,12,1:20.897,,
2121,726,702,184,17,13,1:21.068,,
2122,726,758,183,15,14,1:21.118,,
2123,726,734,184,16,15,1:21.135,,
2124,726,737,172,18,16,1:22.180,,
2125,726,759,172,19,17,1:22.356,,
2126,726,757,160,21,18,1:24.329,,
2127,726,760,160,20,19,1:24.679,,
2128,726,749,176,12,20,,,
2129,727,726,149,7,1,1:56.232,,
2130,727,683,6,1,2,1:56.304,,
2131,727,742,149,8,3,1:56.686,,
2132,727,707,114,5,4,1:57.990,,
2133,727,723,176,11,5,1:58.040,,
2134,727,694,6,2,6,1:58.175,,
2135,727,747,183,14,7,1:58.729,,
2136,727,749,176,12,8,1:59.008,,
2137,727,702,184,17,9,1:59.552,,
2138,727,741,114,6,10,1:59.635,,
2139,727,743,137,3,11,1:59.681,,
2140,727,738,182,9,12,2:00.237,,
2141,727,758,183,15,13,2:01.246,,
2142,727,752,137,4,14,2:01.447,,
2143,727,748,182,10,15,2:01.813,,
2144,727,737,172,18,16,2:02.645,,
2145,727,760,160,20,17,2:02.651,,
2146,727,757,160,21,18,2:03.303,,
2147,727,759,172,19,19,2:03.833,,
2148,727,734,184,16,20,2:03.895,,
2149,728,694,6,2,1,1:20.089,,
2150,728,743,137,3,2,1:20.620,,
2151,728,683,6,1,3,1:20.637,,
2152,728,742,149,8,4,1:20.645,,
2153,728,748,182,10,5,1:20.715,,
2154,728,738,182,9,6,1:20.786,,
2155,728,741,114,6,7,1:20.877,,
2156,728,752,137,4,8,1:20.888,,
2157,728,726,149,7,9,1:21.027,,
2158,728,707,114,5,10,1:21.049,,
2159,728,734,184,16,11,1:21.520,,
2160,728,747,183,14,12,1:21.602,,
2161,728,702,184,17,13,1:21.841,,
2162,728,758,183,15,14,1:21.989,,
2163,728,723,176,11,15,1:22.239,,
2164,728,749,176,12,16,1:22.287,,
2165,728,737,172,18,17,1:22.301,,
2166,728,759,172,19,18,1:23.239,,
2167,728,757,160,20,19,1:24.808,,
2168,728,760,160,21,20,1:24.910,,
2169,729,694,6,2,1,1:34.012,,
2170,729,741,114,6,2,1:34.178,,
2171,729,738,182,9,3,1:34.295,,
2172,729,749,176,12,4,1:34.759,,
2173,729,727,137,4,5,1:34.891,,
2174,729,742,149,8,6,1:34.917,,
2175,729,723,176,11,7,1:34.951,,
2176,729,702,184,17,8,1:34.975,,
2177,729,748,182,10,9,1:34.993,,
2178,729,707,114,5,10,1:35.029,,
2179,729,743,137,3,11,1:35.245,,
2180,729,747,183,14,12,1:35.286,,
2181,729,721,149,7,13,1:35.384,,
2182,729,734,184,16,14,1:35.410,,
2183,729,737,172,18,15,1:36.507,,
2184,729,758,183,15,16,1:36.535,,
2185,729,761,172,19,17,1:37.140,,
2186,729,757,160,21,18,1:40.240,,
2187,729,760,160,20,19,,,
2188,729,683,6,1,20,,,
2189,730,683,6,1,1,1:33.542,,
2190,730,727,137,4,2,1:34.032,,
2191,730,747,183,14,3,1:34.571,,
2192,730,748,182,10,4,1:34.897,,
2193,730,738,182,9,5,1:35.157,,
2194,730,726,184,16,6,1:35.213,,
2195,730,723,176,11,7,1:36.136,,
2196,730,707,114,5,8,1:36.156,,
2197,730,721,149,7,9,1:36.274,,
2198,730,702,184,17,10,1:36.420,,
2199,730,742,149,8,11,1:36.663,,
2200,730,741,114,6,12,1:36.820,,
2201,730,743,137,3,13,1:37.653,,
2202,730,758,183,15,14,1:38.258,,
2203,730,694,6,2,15,1:38.637,,
2204,730,737,172,18,16,1:41.953,,
2205,730,761,172,19,17,1:43.533,,
2206,730,760,160,20,18,1:48.069,,
2207,730,757,160,21,19,,,
2208,730,749,176,12,20,,,
2209,731,694,6,2,1,1:10.646,,
2210,731,743,137,3,2,1:10.850,,
2211,731,741,114,6,3,1:10.892,,
2212,731,749,176,12,4,1:10.922,,
2213,731,738,182,9,5,1:11.092,,
2214,731,748,182,10,6,1:11.120,,
2215,731,727,137,4,7,1:11.131,,
2216,731,683,6,1,8,1:11.386,,
2217,731,742,149,8,9,1:11.454,,
2218,731,726,184,16,10,1:11.483,,
2219,731,723,176,11,11,1:11.571,,
2220,731,747,183,14,12,1:11.665,,
2221,731,707,114,5,13,1:11.750,,
2222,731,721,149,7,14,1:11.836,,
2223,731,734,184,17,15,1:11.974,,
2224,731,758,183,15,16,1:12.211,,
2225,731,737,172,18,17,1:12.829,,
2226,731,761,172,19,18,1:13.502,,
2227,731,757,160,21,19,1:13.550,,
2228,731,760,160,20,20,,,
2229,732,723,149,6,1,1:33.171,1:28.289,
2230,732,726,184,16,2,1:35.270,1:29.159,
2231,732,747,137,7,3,1:36.717,1:28.279,
2232,732,721,176,11,4,1:36.984,1:29.862,
2233,732,707,185,14,5,1:38.320,1:28.892,
2234,732,758,185,15,6,1:37.486,1:29.991,
2235,732,737,137,8,7,1:39.717,1:29.413,
2236,732,738,182,3,8,1:41.512,1:30.616,
2237,732,743,114,10,9,1:45.325,1:29.320,
2238,732,741,114,9,10,1:44.997,1:30.561,
2239,732,694,6,2,11,1:45.481,1:31.341,
2240,732,762,172,19,12,1:44.357,1:32.735,
2241,732,742,149,5,13,1:47.708,1:29.758,
2242,732,763,172,18,14,1:46.846,1:33.483,
2243,732,727,184,17,15,1:51.495,1:31.222,
2244,732,764,160,20,16,1:50.864,1:37.499,
2245,732,765,160,21,17,1:49.230,,
2246,732,683,6,1,18,1:57.931,,
2247,732,748,182,4,19,,,
2248,732,749,176,12,20,,,
2249,733,742,149,5,1,1:32.582,1:35.090,
2250,733,726,184,16,2,1:32.672,1:35.253,
2251,733,723,149,6,3,1:32.765,1:35.683,
2252,733,747,137,7,4,1:33.204,1:35.700,
2253,733,727,184,17,5,1:33.106,1:35.901,
2254,733,741,114,9,6,1:32.839,1:36.644,
2255,733,758,185,15,7,1:33.724,1:35.865,
2256,733,707,185,14,8,1:33.809,1:35.891,
2257,733,738,182,3,9,1:33.616,1:36.216,
2258,733,737,137,8,10,1:33.464,1:36.453,
2259,733,743,114,10,11,1:33.333,1:36.757,
2260,733,694,6,2,12,1:34.162,1:37.340,
2261,733,683,6,1,13,1:34.072,1:37.561,
2262,733,749,176,12,14,1:34.151,1:37.733,
2263,733,751,182,4,15,1:34.866,1:37.024,
2264,733,721,176,11,16,1:34.887,1:38.108,
2265,733,762,172,19,17,1:37.806,1:39.850,
2266,733,763,172,18,18,1:37.856,1:40.106,
2267,733,764,160,20,19,1:39.268,1:41.918,
2268,733,765,160,21,20,1:40.432,1:42.569,
2269,734,742,149,5,1,1:29.848,1:32.054,
2270,734,683,6,1,2,1:30.237,1:32.120,
2271,734,726,184,16,3,1:29.993,1:32.667,
2272,734,737,137,8,4,1:30.390,1:32.827,
2273,734,747,137,7,5,1:30.592,1:32.670,
2274,734,727,184,17,6,1:30.952,1:32.319,
2275,734,758,185,15,7,1:30.646,1:32.723,
2276,734,733,114,10,8,1:30.725,1:32.648,
2277,734,741,114,9,9,1:30.594,1:32.930,
2278,734,723,149,6,10,1:30.445,1:33.320,
2279,734,738,182,3,11,1:30.957,1:33.391,
2280,734,749,176,12,12,1:30.933,1:34.269,
2281,734,748,182,4,13,1:31.113,1:34.450,
